Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,MP
Garry Rodrigues,cv CPV,"MF,FW",32-081,,3,437.0,4.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,0.41,0.21,0.62,0.41,0.62,Matches,15.0
Aguibou Camara,gn GUI,MF,21-272,,3,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,6.0
Thanasis Androutsos,gr GRE,DF,25-286,,3,279.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.32,0.0,0.32,0.32,0.32,Matches,4.0
Pape Abou Cissé,sn SEN,DF,27-155,,3,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,4.0
Kostas Tzolakis,gr GRE,GK,20-100,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Kostas Manolas,gr GRE,DF,31-247,,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Šime Vrsaljko,hr CRO,DF,31-037,,3,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Mathieu Valbuena,fr FRA,MF,38-141,,2,344.0,3.8,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,,,,0.78,0.52,1.31,0.78,1.31,Matches,9.0
Lazar Ranđelović,rs SRB,MF,25-195,,2,183.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.49,0.0,0.49,0.49,0.49,Matches,3.0
Andreas Bouchalakis,gr GRE,MF,29-317,,2,150.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.6,0.0,0.6,0.6,0.6,Matches,3.0
Konrad De La Fuente,us USA,MF,21-215,,2,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Hwang Ui-jo,kr KOR,FW,30-172,,2,144.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.62,0.62,0.0,0.62,Matches,5.0
Diadie Samassékou,ml MLI,MF,27-036,,1,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,11.0
Ramon,br BRA,DF,21-340,,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Pierre Kunde,cm CMR,MF,27-205,,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,2.0
Josh Bowler,eng ENG,MF,23-348,,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,4.0
Leonardo Koutris,gr GRE,DF,27-208,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Philip Zinckernagel,dk DEN,MF,28-062,,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Koka,eg EGY,FW,29-348,,1,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Marcelo,br BRA,"DF,MF",34-280,,0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,5.0
Sergi Canós,es ESP,"DF,FW",26-014,,0,63.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,1.43,0.0,1.43,1.43,1.43,Matches,2.0
Pajtim Kasami,ch SUI,"FW,MF",30-259,,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Aboubakar Kamara,mr MTN,FW,27-346,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Zymer Bytyqi,xk KVX,"FW,MF",26-158,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Ögmundur Kristinsson,is ISL,GK,33-242,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Squad Total,,,29.1,,242,1980.0,22.0,41.0,31.0,72.0,37.0,4.0,6.0,33.0,0.0,,,,1.86,1.41,3.27,1.68,3.09,,22.0
Opponent Total,,,28.3,,242,1980.0,22.0,11.0,8.0,19.0,10.0,1.0,1.0,52.0,0.0,,,,0.5,0.36,0.86,0.45,0.82,,22.0
Sverrir Ingi Ingason,is ISL,DF,29-195,21.0,21,1890.0,21.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,,,,0.1,0.0,0.1,0.1,0.1,Matches,
Dominik Kotarski,hr CRO,GK,23-006,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Douglas,br BRA,MF,26-034,19.0,19,1580.0,17.6,3.0,0.0,3.0,2.0,1.0,1.0,5.0,0.0,,,,0.17,0.0,0.17,0.11,0.11,Matches,
Khaled Narey,tg TOG,MF,28-208,19.0,18,1598.0,17.8,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,,,,0.23,0.28,0.51,0.23,0.51,Matches,
Nélson Oliveira,pt POR,FW,31-192,22.0,18,1512.0,16.8,7.0,1.0,8.0,6.0,1.0,1.0,3.0,0.0,,,,0.42,0.06,0.48,0.36,0.42,Matches,
Konstantinos Koulierakis,gr GRE,DF,19-080,17.0,17,1464.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.06,0.0,0.06,0.06,0.06,Matches,
Andrija Živković,rs SRB,MF,26-220,19.0,15,1459.0,16.2,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,,,,0.19,0.19,0.37,0.19,0.37,Matches,
Tiago Dantas,pt POR,MF,22-054,20.0,14,1135.0,12.6,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,,,,0.24,0.0,0.24,0.24,0.24,Matches,
Rafa Soares,pt POR,DF,27-283,14.0,13,1147.0,12.7,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.24,0.24,0.0,0.24,Matches,
Ioannis Konstantelias,gr GRE,MF,19-348,17.0,13,1105.0,12.3,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,,,,0.08,0.24,0.33,0.08,0.33,Matches,
Joan Sastre Vanrell,es ESP,DF,25-292,16.0,11,1076.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jasmin Kurtić,si SVN,MF,34-037,10.0,10,828.0,9.2,3.0,1.0,4.0,1.0,2.0,2.0,5.0,0.0,,,,0.33,0.11,0.43,0.11,0.22,Matches,
Stefan Schwab,at AUT,MF,32-142,18.0,9,910.0,10.1,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,,,,0.1,0.0,0.1,0.0,0.0,Matches,
Leftheris Lyratzis,gr GRE,DF,22-359,10.0,9,746.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.24,0.24,0.0,0.24,Matches,
Omar El Kaddouri,ma MAR,MF,32-179,12.0,6,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Marios Tsaousis,gr GRE,DF,22-281,9.0,6,493.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Vieirinha,pt POR,DF,37-023,10.0,5,399.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.23,0.23,0.0,0.23,Matches,
Ivan Näsberg,no NOR,DF,26-300,7.0,4,409.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.22,0.0,0.22,0.22,0.22,Matches,
Brandon,es ESP,FW,28-012,16.0,3,419.0,4.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,,0.43,0.0,0.43,0.43,0.43,Matches,
Diego Biseswar,sr SUR,MF,34-345,17.0,2,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Filipe Soares,pt POR,MF,23-272,10.0,2,254.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.35,0.0,0.35,0.35,0.35,Matches,
Giannis Kargas,gr GRE,DF,28-069,3.0,2,198.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.45,0.0,0.45,Matches,
Taison,br BRA,MF,35-034,3.0,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Živko Živković,rs SRB,GK,33-308,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Vasilios Gordeziani,gr GRE,FW,21-018,2.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Thomas Murg,at AUT,MF,28-094,4.0,1,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nicolás Quagliata,uy URU,FW,23-256,3.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Tomasz Kędziora,pl POL,DF,28-250,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nika Ninua,ge GEO,MF,23-239,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Panagiotis Panagiotou,gr GRE,DF,21-031,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
André Ricardo,pt POR,FW,22-177,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Ermis Selimaj,al ALB,DF,18-267,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Christos Talichmanidis,gr GRE,GK,21-337,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Stefanos Tzimas,gr GRE,FW,17-041,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,26.8,22.0,242,1980.0,22.0,32.0,20.0,52.0,27.0,5.0,6.0,52.0,2.0,,,,1.45,0.91,2.36,1.23,2.14,,
Opponent Total,,,28.7,22.0,242,1980.0,22.0,15.0,9.0,24.0,12.0,3.0,5.0,58.0,4.0,,,,0.68,0.41,1.09,0.55,0.95,,
Miloš Deletić,rs SRB,MF,29-125,22.0,22,1807.0,20.1,6.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,,,,0.3,0.0,0.3,0.3,0.3,Matches,
Boris Klaiman,il ISR,GK,32-113,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
João Escoval,pt POR,DF,25-284,21.0,21,1868.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nikolai Alho,fi FIN,DF,29-341,21.0,21,1844.0,20.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.1,0.1,0.0,0.1,Matches,
Antonio Luna,es ESP,"DF,MF",31-336,19.0,18,1592.0,17.7,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,,,,0.11,0.06,0.17,0.11,0.17,Matches,
Jean Barrientos,uy URU,MF,32-153,18.0,18,1571.0,17.5,2.0,0.0,2.0,1.0,1.0,3.0,5.0,0.0,,,,0.11,0.0,0.11,0.06,0.06,Matches,
Christos Shelis,cy CYP,DF,23-014,19.0,16,1472.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ognjen Ožegović,rs SRB,FW,28-252,15.0,15,1236.0,13.7,5.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,,,,0.36,0.0,0.36,0.29,0.29,Matches,
Paolo Fernandes,es ESP,MF,24-191,13.0,13,1120.0,12.4,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,,,,0.24,0.32,0.56,0.24,0.56,Matches,
Nicolás Mezquida,uy URU,MF,31-026,17.0,13,902.0,10.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,,,,0.1,0.2,0.3,0.1,0.3,Matches,
Tasos Tsokanis,gr GRE,MF,31-290,13.0,12,1010.0,11.2,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,,,,0.27,0.27,0.53,0.27,0.53,Matches,
Dimitris Metaxas,gr GRE,MF,19-062,11.0,8,659.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Juha Pirinen,fi FIN,DF,31-117,16.0,7,723.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Michaell Chirinos,hn HON,MF,27-244,6.0,6,478.0,5.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.19,0.19,0.38,0.19,0.38,Matches,
Ampntoul Rachman Oues,sy SYR,DF,24-247,11.0,5,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Georgios Koutsias,gr GRE,FW,19-008,18.0,4,598.0,6.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,,,,0.3,0.15,0.45,0.3,0.45,Matches,
Anthony Knockaert,fr FRA,MF,31-088,9.0,4,407.0,4.5,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,0.22,0.0,0.22,0.0,0.0,Matches,
Javier Matilla,es ESP,MF,34-184,13.0,4,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Enzo Gaggi,ar ARG,MF,25-033,5.0,3,371.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.24,0.24,0.49,0.24,0.49,Matches,
Tom van Weert,nl NED,FW,32-254,3.0,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.33,0.0,0.33,0.33,0.33,Matches,
Felipe Pires,br BRA,MF,27-304,4.0,3,264.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.34,0.0,0.34,0.34,0.34,Matches,
Víctor Fernández,es ESP,MF,24-290,7.0,2,282.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.32,0.32,0.0,0.32,Matches,
Harouna Sy,fr FRA,DF,26-323,4.0,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Matic Kotnik,si SVN,GK,32-208,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Alexandros Kartalis,gr GRE,MF,28-018,6.0,0,71.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,1.27,1.27,0.0,1.27,Matches,
Cristian Battocchio,it ITA,MF,31-006,4.0,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ismahila Ouédraogo,bf BFA,MF,23-083,1.0,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Efstathios Tachatos,gr GRE,DF,21-188,4.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Odysseas Lymperakis,gr GRE,DF,24-256,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ilias Tselios,gr GRE,MF,25-133,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Kyriakos Aslanidis,gr GRE,DF,20-342,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Ergys Kaçe,al ALB,MF,29-223,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Symeon Papadopoulos,gr GRE,GK,22-304,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Bogdan Stamenković,rs SRB,FW,25-028,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Thanasis Triantafyllou,gr GRE,FW,19-209,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Sarantis Tselebakis,gr GRE,FW,17-106,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,28.6,22.0,242,1980.0,22.0,29.0,17.0,46.0,26.0,3.0,5.0,56.0,1.0,,,,1.32,0.77,2.09,1.18,1.95,,
Opponent Total,,,28.8,22.0,242,1980.0,22.0,33.0,22.0,55.0,29.0,4.0,4.0,43.0,2.0,,,,1.5,1.0,2.5,1.32,2.32,,
Julián Cuesta,es ESP,GK,31-325,22.0,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Fabiano Leismann,br BRA,DF,31-090,21.0,21,1890.0,21.0,3.0,0.0,3.0,2.0,1.0,1.0,7.0,0.0,,,,0.14,0.0,0.14,0.1,0.1,Matches,
Mateo García,ar ARG,"MF,FW",26-159,20.0,16,1495.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.06,0.06,0.0,0.06,Matches,
Andre Gray,jm JAM,FW,31-235,22.0,16,1345.0,14.9,6.0,2.0,8.0,6.0,0.0,1.0,0.0,0.0,,,,0.4,0.13,0.54,0.4,0.54,Matches,
Daniel Mancini,ar ARG,"MF,FW",26-097,17.0,16,1331.0,14.8,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,,,,0.2,0.41,0.61,0.2,0.61,Matches,
Jakub Brabec,cz CZE,DF,30-194,15.0,15,1325.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Moses Odubajo,eng ENG,DF,29-203,17.0,13,1244.0,13.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,,,,0.14,0.07,0.22,0.14,0.22,Matches,
Bradley Mazikou,cg CGO,DF,26-259,17.0,13,1198.0,13.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.15,0.15,0.0,0.15,Matches,
Oghenekaro Etebo,ng NGA,MF,27-099,14.0,13,1147.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Manu García,es ESP,MF,25-045,17.0,12,1138.0,12.6,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,,,,0.32,0.24,0.55,0.32,0.55,Matches,
Marvin Peersman,be BEL,DF,32-006,15.0,12,1029.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.09,0.09,0.0,0.09,Matches,
Bryan Dabo,bf BFA,MF,30-363,18.0,11,912.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,,,,0.0,0.1,0.1,0.0,0.1,Matches,
Juan Iturbe,py PAR,MF,29-257,19.0,11,904.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Salem M'bakata,cd COD,"DF,MF",24-303,14.0,11,891.0,9.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.1,0.0,0.1,0.1,0.1,Matches,
Luis Enrique Palma,hn HON,"MF,FW",23-030,16.0,8,805.0,8.9,7.0,2.0,9.0,7.0,0.0,0.0,0.0,1.0,,,,0.78,0.22,1.01,0.78,1.01,Matches,
Vladimír Darida,cz CZE,MF,32-192,7.0,7,564.0,6.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.32,0.32,0.0,0.32,Matches,
Cheick Doukouré,ci CIV,MF,30-158,8.0,7,539.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.17,0.17,0.0,0.17,Matches,
Nicolas Nkoulou,cm CMR,DF,32-326,9.0,6,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.14,0.0,0.14,0.14,0.14,Matches,
Gervinho,ci CIV,FW,35-265,11.0,5,413.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.22,0.0,0.22,0.22,0.22,Matches,
Rafael Camacho,pt POR,MF,22-270,15.0,3,410.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.22,0.0,0.22,0.22,0.22,Matches,
Pape Cheikh Diop,sn SEN,MF,25-192,10.0,3,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Aboubakar Kamara,mr MTN,FW,27-346,2.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Lukas Rupp,de GER,MF,32-039,2.0,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Lazaros Christodoulopoulos,gr GRE,"FW,MF",36-059,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Christos Chatziioannou,gr GRE,FW,19-037,2.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Edwin Rodríguez,hn HON,MF,23-144,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Rafail Sgouros,gr GRE,MF,18-264,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Christos Marmaridis,gr GRE,DF,20-356,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Michail Panagidis,gr GRE,MF,19-005,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Marios Siampanis,gr GRE,GK,23-141,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Konstantinos Tanoulis,gr GRE,DF,17-346,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,29.0,22.0,242,1980.0,22.0,29.0,22.0,51.0,28.0,1.0,2.0,42.0,4.0,,,,1.32,1.0,2.32,1.27,2.27,,
Opponent Total,,,28.7,22.0,242,1980.0,22.0,20.0,13.0,33.0,17.0,3.0,4.0,55.0,4.0,,,,0.91,0.59,1.5,0.77,1.36,,
Eder González,es ESP,MF,26-046,20.0,20,1765.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Andreas Gianniotis,gr GRE,GK,30-066,20.0,20,1732.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Gaëtan Robail,fr FRA,"FW,MF",29-038,21.0,20,1657.0,18.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,,,,0.11,0.11,0.22,0.11,0.22,Matches,
Laurens De Bock,be BEL,DF,30-101,19.0,19,1710.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,,,,0.0,0.11,0.11,0.0,0.11,Matches,
Dimitris Chatziisaias,gr GRE,DF,30-148,19.0,19,1681.0,18.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,,,,0.05,0.0,0.05,0.05,0.05,Matches,
Wajdi Kechrida,tn TUN,DF,27-103,18.0,18,1620.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,,,,0.06,0.06,0.11,0.06,0.11,Matches,
Viðar Örn Kjartansson,is ISL,FW,32-342,21.0,16,1259.0,14.0,5.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,,,,0.36,0.0,0.36,0.29,0.29,Matches,
Dorin Rotariu,ro ROU,"MF,FW",27-202,19.0,15,1158.0,12.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,,,,0.23,0.0,0.23,0.23,0.23,Matches,
Andreas Kuen,at AUT,"MF,FW",27-329,15.0,12,1049.0,11.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,,,,0.09,0.09,0.17,0.09,0.17,Matches,
August Erlingmark,se SWE,MF,24-300,16.0,12,1002.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,,,,0.09,0.0,0.09,0.09,0.09,Matches,
Samúel Friðjónsson,is ISL,MF,26-359,18.0,11,969.0,10.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,,,,0.19,0.0,0.19,0.19,0.19,Matches,
Viktor Klonaridis,be BEL,"FW,MF",30-203,15.0,8,790.0,8.8,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.57,0.57,0.0,0.57,Matches,
Dani Suárez,es ESP,DF,32-285,9.0,8,724.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.12,0.12,0.0,0.12,Matches,
Stefanos Stroungis,gr GRE,DF,25-130,8.0,7,683.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Theofanis Mavromatis,gr GRE,DF,26-031,9.0,7,598.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.15,0.15,0.0,0.15,Matches,
Juan Muñiz,es ESP,"MF,FW",30-339,11.0,7,502.0,5.6,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,,,,0.18,0.0,0.18,0.18,0.18,Matches,
Marios Tzavidas,gr GRE,FW,19-131,20.0,4,576.0,6.4,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,0.31,0.16,0.47,0.31,0.47,Matches,
Nicolaos Athanasiou,gr GRE,DF,21-337,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.33,0.33,0.0,0.33,Matches,
